,PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
891,891,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,B18,C
892,892,2,"West, Miss. Constance Mirium",female,5.0,1,2,C.A. 34651,27.75,,S
893,893,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,,S
894,894,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,,S
895,895,3,"McMahon, Mr. Martin",male,,0,0,370372,7.75,,Q
896,896,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,,S
897,897,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,39.6875,,S
898,898,2,"Enander, Mr. Ingvar",male,21.0,0,0,236854,13.0,,S
899,899,3,"Lester, Mr. James",male,39.0,0,0,A/4 48871,24.15,,S
900,900,1,"Maguire, Mr. John Edward",male,30.0,0,0,110469,26.0,C106,S
901,901,3,"Nakid, Mr. Sahid",male,20.0,1,1,2653,15.7417,,C
902,902,3,"Moran, Mr. James",male,,0,0,330877,8.4583,,Q
903,903,3,"Connolly, Miss. Kate",female,30.0,0,0,330972,7.6292,,Q
904,904,3,"Ilieff, Mr. Ylio",male,,0,0,349220,7.8958,,S
905,905,3,"Nosworthy, Mr. Richard Cater",male,21.0,0,0,A/4. 39886,7.8,,S
906,906,3,"Riordan, Miss. Johanna Hannah""""",female,,0,0,334915,7.7208,,Q
907,907,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,,S
908,908,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,,S
909,909,3,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,E121,S
910,910,3,"Sirota, Mr. Maurice",male,,0,0,392092,8.05,,S
911,911,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369,30.0,C148,C
912,912,2,"Cotterill, Mr. Henry Harry""""",male,21.0,0,0,29107,11.5,,S
913,913,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,,C
914,914,2,"Hood, Mr. Ambrose Jr",male,21.0,0,0,S.O.C. 14879,73.5,,S
915,915,3,"Burke, Mr. Jeremiah",male,19.0,0,0,365222,6.75,,Q
916,916,2,"Drew, Master. Marshall Brines",male,8.0,0,2,28220,32.5,,S
917,917,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,29105,23.0,,S
918,918,3,"Ilmakangas, Miss. Ida Livija",female,27.0,1,0,STON/O2. 3101270,7.925,,S
919,919,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,113803,53.1,C123,S
920,920,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,S
921,921,2,"Louch, Mr. Charles Alexander",male,50.0,1,0,SC/AH 3085,26.0,,S
922,922,3,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,,S
923,923,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,,S
924,924,3,"Elias, Mr. Dibo",male,,0,0,2674,7.225,,C
925,925,3,"Horgan, Mr. John",male,,0,0,370377,7.75,,Q
926,926,2,"Wells, Master. Ralph Lester",male,2.0,1,1,29103,23.0,,S
927,927,1,"Birnbaum, Mr. Jakob",male,25.0,0,0,13905,26.0,,C
928,928,1,"Newsom, Miss. Helen Monypeny",female,19.0,0,2,11752,26.2833,D47,S
929,929,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,E67,S
930,930,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,B49,C
931,931,2,"Hickman, Mr. Stanley George",male,21.0,2,0,S.O.C. 14879,73.5,,S
932,932,1,"Willard, Miss. Constance",female,21.0,0,0,113795,26.55,,S
933,933,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S
934,934,3,"Kink, Mr. Vincenz",male,26.0,2,0,315151,8.6625,,S
935,935,1,"Harder, Mrs. George Achilles (Dorothy Annan)",female,25.0,1,0,11765,55.4417,E50,C
936,936,1,"Bird, Miss. Ellen",female,29.0,0,0,PC 17483,221.7792,C97,S
937,937,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,,0,0,349215,7.8958,,S
938,938,3,"Celotti, Mr. Francesco",male,24.0,0,0,343275,8.05,,S
939,939,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,S
940,940,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,,S
941,941,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,,0,0,65305,8.1125,,S
942,942,3,"Heikkinen, Miss. Laina",female,26.0,0,0,STON/O2. 3101282,7.925,,S
943,943,1,"Sutton, Mr. Frederick",male,61.0,0,0,36963,32.3208,D50,S
944,944,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S
945,945,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,,S
946,946,3,"Henriksson, Miss. Jenny Lovisa",female,28.0,0,0,347086,7.775,,S
947,947,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,,S
948,948,3,"Vander Planke, Mr. Julius",male,31.0,3,0,345763,18.0,,S
949,949,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,,S
950,950,3,"Rice, Master. George Hugh",male,8.0,4,1,382652,29.125,,Q
951,951,3,"Bing, Mr. Lee",male,32.0,0,0,1601,56.4958,,S
952,952,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,C
953,953,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590,50.4958,A24,S
954,954,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845,65.0,,S
955,955,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082,31.275,,S
956,956,2,"Jefferys, Mr. Ernest Wilfred",male,22.0,2,0,C.A. 31029,31.5,,S
957,957,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,B37,C
958,958,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,,S
959,959,3,"Barton, Mr. David John",male,22.0,0,0,324669,8.05,,S
960,960,3,"Cor, Mr. Ivan",male,27.0,0,0,349229,7.8958,,S
961,961,3,"Goodwin, Miss. Lillian Amy",female,16.0,5,2,CA 2144,46.9,,S
962,962,2,"Bateman, Rev. Robert James",male,51.0,0,0,S.O.P. 1166,12.525,,S
963,963,2,"Parker, Mr. Clifford Richard",male,28.0,0,0,SC 14888,10.5,,S
964,964,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S
965,965,1,"Fortune, Miss. Ethel Flora",female,28.0,3,2,19950,263.0,C23 C25 C27,S
966,966,3,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973,8.05,,S
967,967,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S
968,968,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,,S
969,969,2,"McCrae, Mr. Arthur Gordon",male,32.0,0,0,237216,13.5,,S
970,970,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,,S
971,971,3,"Dean, Miss. Elizabeth Gladys Millvina""""",female,0.17,1,2,C.A. 2315,20.575,,S
972,972,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,,S
973,973,2,"Dibden, Mr. William",male,18.0,0,0,S.O.C. 14879,73.5,,S
974,974,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750,39.0,,S
975,975,3,"Finoli, Mr. Luigi",male,,0,0,SOTON/O.Q. 3101308,7.05,,S
976,976,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,,S
977,977,3,"McGowan, Miss. Anna ""Annie""",female,15.0,0,0,330923,8.0292,,Q
978,978,3,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,7.775,,S
979,979,3,"Kink-Heilmann, Mr. Anton",male,29.0,3,1,315153,22.025,,S
980,980,3,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,347082,31.275,,S
981,981,1,"Tucker, Mr. Gilbert Milligan Jr",male,31.0,0,0,2543,28.5375,C53,C
982,982,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485,56.9292,A20,C
983,983,2,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,E77,S
984,984,1,"Compton, Mr. Alexander Taylor Jr",male,37.0,1,1,PC 17756,83.1583,E52,C
985,985,3,"Davies, Mr. Evan",male,22.0,0,0,SC/A4 23568,8.05,,S
986,986,1,"Endres, Miss. Caroline Louise",female,38.0,0,0,PC 17757,227.525,C45,C
987,987,2,"Maybery, Mr. Frank Hubert",male,40.0,0,0,239059,16.0,,S
988,988,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,,S
989,989,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,,S
990,990,2,"Mangiavacchi, Mr. Serafino Emilio",male,,0,0,SC/A.3 2861,15.5792,,C
991,991,3,"Thorneycroft, Mr. Percival",male,,1,0,376564,16.1,,S
992,992,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,,S
993,993,3,"Rice, Master. Eugene",male,2.0,4,1,382652,29.125,,Q
994,994,2,"Caldwell, Master. Alden Gates",male,0.83,0,2,248738,29.0,,S
995,995,1,"Gibson, Miss. Dorothy Winifred",female,22.0,0,1,112378,59.4,,C
996,996,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,,S
997,997,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",female,55.0,2,0,11770,25.7,C101,S
998,998,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,,S
999,999,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S
1000,1000,3,"Betros, Master. Seman",male,,0,0,2622,7.2292,,C
1001,1001,1,"Beattie, Mr. Thomson",male,36.0,0,0,13050,75.2417,C6,C
1002,1002,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,,S
1003,1003,2,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,1,2,SC/Paris 2123,41.5792,,C
1004,1004,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160,211.3375,B5,S
1005,1005,2,"Walcroft, Miss. Nellie",female,31.0,0,0,F.C.C. 13528,21.0,,S
1006,1006,3,"Shine, Miss. Ellen Natalia",female,,0,0,330968,7.7792,,Q
1007,1007,3,"Shaughnessy, Mr. Patrick",male,,0,0,370374,7.75,,Q
1008,1008,3,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074,7.775,,S
1009,1009,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,43.0,1,0,11778,55.4417,C116,C
1010,1010,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1,0,17453,89.1042,C92,C
1011,1011,1,"Payne, Mr. Vivian Ponsonby",male,23.0,0,0,12749,93.5,B24,S
1012,1012,3,"Palsson, Master. Paul Folke",male,6.0,3,1,349909,21.075,,S
1013,1013,1,"Sloper, Mr. William Thompson",male,28.0,0,0,113788,35.5,A6,S
1014,1014,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,,S
1015,1015,2,"Wells, Miss. Joan",female,4.0,1,1,29103,23.0,,S
1016,1016,3,"Willer, Mr. Aaron (Abi Weller"")""",male,,0,0,3410,8.7125,,S
1017,1017,1,"Omont, Mr. Alfred Fernand",male,,0,0,F.C. 12998,25.7417,,C
1018,1018,2,"Ilett, Miss. Bertha",female,17.0,0,0,SO/C 14885,10.5,,S
1019,1019,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,C
1020,1020,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Q
1021,1021,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,,C
1022,1022,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336,16.1,,S
1023,1023,3,"Kiernan, Mr. John",male,,1,0,367227,7.75,,Q
1024,1024,3,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Q
1025,1025,2,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29.0,1,0,26707,26.0,,S
1026,1026,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S
1027,1027,3,"Barbara, Miss. Saiide",female,18.0,0,1,2691,14.4542,,C
1028,1028,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248,7.8958,,S
1029,1029,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,D,S
1030,1030,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,C7,S
1031,1031,3,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663,7.2292,,C
1032,1032,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,,S
1033,1033,1,"Davidson, Mrs. Thornton (Orian Hays)",female,27.0,1,2,F.C. 12750,52.0,B71,S
1034,1034,3,"Fleming, Miss. Honora",female,,0,0,364859,7.75,,Q
1035,1035,1,"Widener, Mr. George Dunton",male,50.0,1,1,113503,211.5,C80,C
1036,1036,1,"Bonnell, Miss. Elizabeth",female,58.0,0,0,113783,26.55,C103,S
1037,1037,3,"Lefebre, Master. Henry Forbes",male,,3,1,4133,25.4667,,S
1038,1038,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,S
1039,1039,3,"Tobin, Mr. Roger",male,,0,0,383121,7.75,F38,Q
1040,1040,3,"Cor, Mr. Bartol",male,35.0,0,0,349230,7.8958,,S
1041,1041,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,,S
1042,1042,1,"Clifford, Mr. George Quincy",male,,0,0,110465,52.0,A14,S
1043,1043,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,,S
1044,1044,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,0.0,,S
1045,1045,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,11.1333,,S
1046,1046,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,,S
